Hole_ID,X,Y,Z,LPI_Design,LPI_MidEq,LPI_MaxEq
037790031060921_DA0002,303980.26,2770269.37,,0.0,0.0,31.83
037790031060921_DA0003,304683.36,2769864.25,,0.0,0.0,22.425
037790031060921_DA0011,305005.66,2767671.46,,0.0,0.0,12.854
