計畫名稱,鑽孔編號,TWD97_X,TWD97_Y,鑽孔地表高程,water_depth(m),試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,N_value,統一土壤分類,上限深度(公尺),下限深度(公尺),含水量(岩石)(%),岩心長度(cm),岩心直徑(cm),單軸壓縮強度(kg/cm2),含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體單位重(t/m3),空隙比,AASHTO分類,塑性限度(%),細料(%),單位重(t/m3),比重(岩石),縮性指數(%),乾單位重(t/m3),D10(mm),D30(mm),D60(mm),D50(mm),尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體初始單位重(t/m3),統體密度(t/m3),破壞應變(%),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),消散指數1(%),消散指數2(%),凝聚力(kg/cm2),內摩擦角(度),壓縮指數(Cc),有效凝聚力(kg/cm2),有效內摩擦角(度),回脹應變量(%),試體初始含水量(%),試體初始單位重(t/m3),再壓指數(Cr),預壓密壓力(kg/cm2),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),初始含水量(%),初始單位重(t/m3),彈性模數(kg/cm2),乾密度(t/m3),孔隙率(岩石)(%),破壞載重(kg),點載重強度指數(kg/cm2),點載重強度指數(50mm)(kg/cm2),有效尖峰凝聚力(kg/cm2),有效尖峰內摩擦角(度),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,有機物(%),硫酸鹽含量(ppm),亞硫酸鹽含量(ppm),pH 值,氯化物含量(ppm)
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-2,,,S-2,4,SM,3.55,4,,,,,23.7,,,2.7,0,70.6,,,,0.69,,,29.4,,,,,0.02,,0.1,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-3,,,S-3,4,CL,5.55,6,,,,,27.8,35.6,15,2.76,0,1,,,,0.8,,,99,,,,,,,,,,,,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-4,,,S-4,3,CL,7.55,8,,,,,26.1,36.1,18.4,2.76,0,5.8,,,,0.74,,,94.2,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,DS-11,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,8.8,9.55,,,,,,,,,,,,,,,,,,,,,,,,,,0.13,14.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,T-1,,,T-1,,CL,8.8,9.55,,,,,29,34.7,15.7,2.68,0,1.5,,,,0.75,,,98.5,,,,,,,,,,,,,,,1.97,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-5,,,S-5,4,CL,9.55,10,,,,,23.9,33.9,18.8,2.76,0,18,,,,0.68,,,82,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-6,,,S-6,8,ML,11.55,12,,,,,20.8,20.2,2.5,2.69,0,38,,,,0.56,,,62,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,DS-12,直接剪力強度試驗,DIRECT SHEAR TEST,T-2,,,13.5,14.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,36.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,T-2,,,T-2,,CL-ML,13.5,14.25,,,,,31.9,27.3,6.7,2.69,0,2.5,,,,0.87,,,97.5,,,,,,,,,,,,,,,1.9,,,,,,,,0.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-7,,,S-7,,CL,14.25,14.7,,,,,35.5,41,18.6,2.75,0,1.2,,,,0.98,,,98.8,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-8,,,S-8,8,CL,15.55,16,,,,,36.9,38.1,18.3,2.77,0,2,,,,1.03,,,98,,,,,,,,,,,,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-9,,,S-9,9,CL,17.55,18,,,,,28.8,45.6,23.3,2.77,0,2,,,,0.81,,,98,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-10,,,S-10,11,CL/CH,19.55,20,,,,,30.9,48.6,26.8,2.77,0,0.4,,,,0.87,,,99.6,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-11,,,S-11,14,SM,21.55,22,,,,,25.8,,,2.72,0,76,,,,0.72,,,24,,,,,0.01,,0.14,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,DS-13,直接剪力強度試驗,DIRECT SHEAR TEST,T-3,,,22.5,23.1,,,,,,,,,,,,,,,,,,,,,,,,,,0,34.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,T-3,,,T-3,,SM,22.5,23.1,,,,,15.4,,,2.68,0,67.4,,,,0.53,,,32.6,,,,,,,,,,,,,,,2.02,,,,,,,,0.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-12,,,S-12,26,SM,23.1,23.55,,,,,26.5,,,2.72,0,75.6,,,,0.72,,,24.4,,,,,0.01,,0.12,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-13,,,S-13,32,SM,25.55,26,,,,,22.1,,,2.72,0,61.8,,,,0.63,,,38.2,,,,,0.01,,0.09,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,S-14,,,S-14,54,SM,27.55,28,,,,,15.1,,,2.72,0,66,,,,0.44,,,34,,,,,0.01,,0.16,,,,,,,,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,C-1,,,C-1,,,29,30,,,,,17.5,,,2.68,,,,,,0.54,,,,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-15,184572.1769,2516468.712,28.66,1.2,UC-48,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-1,,,29,30,17.5,,,0.54,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,2.05,3.76,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-1,,,S-1,3,SM/ML,1.55,2,,,,,19.6,,,2.7,0,50.4,,,,0.56,,,49.6,,,,,0.01,,0.08,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,DS-34,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,2.5,3.25,,,,,,,,,,,,,,,,,,,,,,,,,,0,31.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,T-1,,,T-1,,ML,2.5,3.25,,,,,16.4,21.3,3.5,2.71,0,41.8,,,,0.64,,,58.2,,,,,,,,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-2,,,S-2,2,ML,3.25,3.7,,,,,23.1,22.2,2.6,2.72,0,34.4,,,,0.64,,,65.6,,,,,,,,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-3,,,S-3,4,SM/ML,5.55,6,,,,,25,,,2.7,0,50.6,,,,0.7,,,49.4,,,,,0.02,,0.08,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-4,,,S-4,3,SC-SM/CL-ML,7.55,8,,,,,18.4,19.6,4.3,2.71,8.5,41.7,,,,0.51,,,49.8,,,,,,,,,,,,,,,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-5,,,S-5,17,CL,9.55,10,,,,,23.4,38.4,19,2.81,0,10.3,,,,0.66,,,89.7,,,,,,,,,,,,,,,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-6,,,S-6,100,,11.05,11.35,,,,,18.7,43,22.7,2.76,0,1.4,,,,0.53,,,98.6,,,,,,,,,,,,,,,2.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,C-1,,,C-1,,,13,14,,,,,12.6,,,2.68,,,,,,0.4,,,,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,UC-65,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-1,,,13,14,12.6,,,11.89,,,,,,,,,,,,,,,2.68,,,,,,,,,,,,,2.16,8.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-07-17,184795.1757,2516880.71,31.45,0,S-7,,,S-7,>100,,14.35,14.47,,,,,16.8,27.2,6.1,2.76,0,2.6,,,,0.49,,,97.4,,,,,,,,,,,,,,,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-1,,,S-1,3,CL,1.55,2,,,,,24.9,34.8,17.2,2.74,0,6.2,,,,0.68,,,93.8,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-2,,,S-2,3,CL,3.55,4,,,,,29.4,41.1,22.9,2.75,0,12.2,,,,0.81,,,87.8,,,,,,,,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-3,,,S-3,6,CL,5.55,6,,,,,21.6,29.1,9.8,2.74,0,9,,,,0.61,,,91,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,CS-15,單向度壓密試驗,CONSOLIDATION TEST,T-1,,,7.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,DS-17,直接剪力強度試驗,DIRECT SHEAR TEST,T-1,,,7.2,8,,,,,,,,,,,,,,,,,,,,,,,,,,0,33.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,T-1,,,T-1,,CL,7.2,8,,,,,24.1,31,14.4,2.65,0,7.7,,,,0.64,,,92.3,,,,,,,,,,,,,,,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-4,,,S-4,,CL,8,8.45,,,,,21.6,29.8,13.1,2.74,0,18.5,,,,0.6,,,81.5,,,,,,,,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-5,,,S-5,,CL,9.55,10,,,,,22.1,32.7,15.9,2.74,0,21.7,,,,0.65,,,78.3,,,,,,,,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-6,,,S-6,,SM,11,11.45,,,,,18.4,,,2.68,0,62.4,,,,0.51,,,37.6,,,,,0,,0.11,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,T-2-1,,,T-2-1,,ML,12,12.2,,,,,25.3,22.7,3.7,2.71,0,17.8,,,,0.85,,,82.2,,,,,,,,,,,,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,T-2-2,,,T-2-2,,CL,12.2,12.8,,,,,33.9,38.2,17.3,2.74,0,5.6,,,,0.95,,,94.4,,,,,,,,,,,,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,UC-6,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-2-2,,,12.2,12.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.59,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-7,,,S-7,6,CL,12.8,13.25,,,,,21.9,27.2,12.6,2.69,0,38,,,,0.6,,,62,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-8,,,S-8,10,ML,14.1,14.55,,,,,15.9,20.2,3.5,2.68,0,44.3,,,,0.5,,,55.7,,,,,,,,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-9,,,S-9,11,ML,15.55,16,,,,,16,20.7,3.6,2.68,0,43.5,,,,0.52,,,56.5,,,,,,,,,,,,,,,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-10,,,S-10,8,CL,17.55,18,,,,,32,45.6,24.8,2.76,0,27.8,,,,1.03,,,72.2,,,,,,,,,,,,,,,1.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,CS-16,單向度壓密試驗,CONSOLIDATION TEST,T-3,,,19,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,DS-18,直接剪力強度試驗,DIRECT SHEAR TEST,T-3,,,19,19.8,,,,,,,,,,,,,,,,,,,,,,,,,,0.2,11.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,T-3,,,T-3,,CL,19,19.8,,,,,29.1,26.5,12,2.66,0,43.5,,,,0.73,,,56.5,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-11,,,S-11,16,SM,19.8,20.25,,,,,15.3,,,2.7,0,83.4,,,,0.58,,,16.6,,,,,0.04,,0.17,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-12,,,S-12,23,SM,21.55,22,,,,,18.4,,,2.7,0,61,,,,0.65,,,39,,,,,0.01,,0.1,,,,,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-13,,,S-13,25,SM,23.55,24,,,,,24.5,,,2.7,0,65,,,,0.69,,,35,,,,,0.01,,0.11,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,S-14,,,S-14,41,SM,25.55,26,,,,,21.3,,,2.7,0,66.6,,,,0.61,,,33.4,,,,,0.01,,0.11,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,C-1,,,C-1,,,28,29,,,,,17.6,,,2.69,,,,,,0.51,,,,,,,,,,,,,,,,,,2.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-12,184538.1771,2516308.713,27.22,2.7,UC-50,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,C-1,,,28,29,17.6,,,2.09,,,,,,,,,,,,,,,2.69,,,,,,,,,,,,,2.1,2.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-1,,,S-1,9,CL,1.55,2,,,,,19.1,37.4,18.1,2.75,0,5.6,,,,0.63,,,94.4,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-2,,,S-2,3,CL,3.55,4,,,,,25.9,27.3,8.5,2.75,0,4.2,,,,0.74,,,95.8,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,CS-17,單向度壓密試驗,CONSOLIDATION TEST,T-1,,,4.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,T-1,,,T-1,,CL,4.5,5.3,,,,,27.9,31.9,11,2.76,0,1,,,,0.78,,,99,,,,,,,,,,,,,,,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,TC-7,三軸壓縮強度試驗,TRIAXIAL COMPRESSION TEST,T-1,,,4.5,5.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.6,15.4,,0.12,31.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-3,,,S-3,10,SM,5.3,5.75,,,,,23.3,,,2.69,0,55.2,,,,0.63,,,44.8,,,,,0.01,,0.09,,,,,,,,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-4,,,S-4,19,SM,7.55,8,,,,,20.7,,,2.67,0,77.6,,,,0.68,,,22.4,,,,,0.04,,0.12,,,,,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-5,,,S-5,4,ML,9.55,10,,,,,24.9,21,2.7,2.73,0,17.4,,,,0.69,,,82.6,,,,,,,,,,,,,,,2.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,DS-19,直接剪力強度試驗,DIRECT SHEAR TEST,T-2,,,10.5,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,0,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,T-2,,,T-2,,SM,10.5,11.3,,,,,19.4,,,2.7,0,86.2,,,,0.56,,,13.8,,,,,0.04,,0.3,,,,,,,,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-6,,,S-6,16,SM,11.3,11.75,,,,,22.1,,,2.67,0,86.2,,,,0.61,,,13.8,,,,,0.05,,0.16,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-7,,,S-7,30,SM,13.55,14,,,,,21,,,2.67,0,86.6,,,,0.57,,,13.4,,,,,0.05,,0.17,,,,,,,,2.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,T-3,,,T-3,,CL,15.5,16.2,,,,,27.3,36,16.5,2.73,0,33.8,,,,0.79,,,66.2,,,,,,,,,,,,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,UC-7,單軸壓縮強度試驗,UNCONFINED COMPRESSION TEST,T-3,,,15.5,16.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.81,8.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-8,,,S-8,6,CL,16.2,16.65,,,,,29.4,32.3,13.7,2.74,0,33.6,,,,0.82,,,66.4,,,,,,,,,,,,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-9,,,S-9,,CL,17.55,18,,,,,28.6,35.4,16.1,2.74,0,28.8,,,,0.78,,,71.2,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-10,,,S-10,19,SM,19.55,20,,,,,21.6,,,2.72,0,64.6,,,,0.59,,,35.4,,,,,0.01,,0.11,,,,,,,,2.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-11,,,S-11,22,SM,21.55,22,,,,,28.1,,,2.72,0,76.8,,,,0.77,,,23.2,,,,,0.02,,0.13,,,,,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-12,,,S-12,22,SM,23.55,24,,,,,22.4,,,2.7,0,58.6,,,,0.62,,,41.4,,,,,0.01,,0.09,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
二高後續高雄環線細部設計地質探查,0105338335603_BK-08-13,184520.1772,2516134.713,26.1,3.75,S-13,,,S-13,26,SM,25.55,26,,,,,24.4,,,2.7,0,65,,,,0.66,,,35,,,,,0.01,,0.09,,,,,,,,2.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
