計畫名稱,鑽孔編號,試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,上限深度(公尺),下限深度(公尺),統一土壤分類,含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體密度(t/m3),空隙比,D10(mm),D30(mm),D60(mm),統體單位重(t/m3),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,壓縮指數(Cc),再壓指數(Cr),預壓密壓力(kg/cm2),試體初始含水量(%),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),座標系統,孔口X座標,孔口Y座標,尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),試體最終單位重(t/m3),細料(%),乾密度(t/m3),凝聚力(kg/cm2),內摩擦角(度),有效凝聚力(kg/cm2),有效內摩擦角(度),初始含水量(%),最終含水量(%),初始單位重(t/m3),初始飽和度(%),破壞時孔隙水壓參數A,壓密係數(10^-3cm2/s),不擾動試體初始單位重(t/m3),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),試體初始單位重(t/m3),最終單位重(t/m3),不擾動剪力強度(kg/cm2),重模剪力強度(kg/cm2),十字片直徑(mm),十字片長度(mm),乾單位重(t/m3),孔口Y座標.1,N_value,SPTN_ori,Confidence(%),_matched,TWD97_X,TWD97_Y,water_depth(m),鑽孔地表高程
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-23,37.05,37.5,CL,28.0,30,11,2.66,0,8,68,24,,0.75,,,,1.94,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,T-7,37.8,38.55,CL-ML,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,1.07,0.0,,,24.0,,2.01,,,,,,,,2.01,,,,,,,,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,T-7,37.8,38.55,CL-ML,24.0,24,5,2.67,0,10,82,8,,0.65,,,,2.01,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-24,38.55,39.0,CL,23.0,26,9,2.66,0,14,77,9,,0.63,,,,2.0,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-25,40.05,40.5,CL,19.0,25,8,2.65,0,37,56,7,,0.58,,,,2.0,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-26,41.55,42.0,CL-ML,23.0,24,4,2.64,0,23,70,7,,0.67,,,,1.94,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-27,43.05,43.5,ML,22.0,-,NP,2.65,0,19,72,9,,0.57,,,,2.07,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-28,44.55,45.0,CL-ML,24.0,25,7,2.63,0,7,79,14,,0.65,,,,1.98,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-29,46.05,46.5,SC,19.0,26,8,2.67,0,52,47,1,,0.55,,,,2.06,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-30,47.55,48.0,CL,23.0,30,11,2.62,0,8,73,19,,0.63,,,,1.98,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-31,49.05,49.5,CL-ML,19.0,26,5,2.65,0,20,58,22,,0.58,,,,2.01,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-32,50.4,50.85,SC,14.0,24,9,2.69,31,48,15,6,,0.43,,,,2.16,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,43,,,,306678.0,2771216.06,11.9,6.29
,89614591-J191203_BH-2,,,,,51.98,52.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,10+17+20,75.36,False,306678.0,2771216.06,11.9,6.29
,89614591-J191203_BH-2,,,,,53.33,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,50/10,74.91,False,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-2,,,,S-33,55.0,55.45,CL,22.0,31,13,2.64,0,30,54,16,,0.58,,,,2.04,,,,,,,,,,,,,,,,,,,TW97,306678,2771216.06,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,306678.0,2771216.06,11.9,6.29
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-1,2.55,3.0,CL,27.0,38,16,2.67,0,4,66,30,,0.77,,,,1.91,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-2,4.05,4.5,SM,29.0,-,NP,2.65,0,72,24,4,,0.8,,,,1.9,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,T-1,4.8,5.55,SM,25.0,-,NP,2.66,0,87,13,0,,0.68,,,,1.98,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,T-1,4.8,5.55,SM,,-,NP,,,,,,,,,,,,,,,,,,,,,,,,25.0,28.0,,,,,TW97,306774.39,2771274.49,0.02,36.9,2.05,,,,,,,,,,,,,,,,1.98,,,,,,,,,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-3,5.55,6.0,SM,28.0,-,NP,2.66,0,80,17,3,,0.79,,,,1.9,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,T-2,6.3,7.05,SM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,0.0,35.1,25.0,,1.97,,,,,,,,,,,,,,,,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,T-2,6.3,7.05,SM,25.0,-,NP,2.67,0,74,26,0,,0.69,,,,1.97,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-4,7.05,7.5,SM,28.0,-,NP,2.66,0,74,21,5,,0.79,,,,1.91,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-5,8.55,9.0,CL-ML,39.0,24,4,2.69,0,3,62,35,,1.04,,,,1.83,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-6,10.05,10.5,CL-ML,35.0,26,7,2.65,0,39,54,7,,1.05,,,,1.74,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-7,11.55,12.0,CL-ML,28.0,24,6,2.71,4,5,70,21,,0.77,,,,1.95,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-8,13.05,13.5,CL-ML,30.0,23,5,2.69,0,7,72,21,,0.99,,,,1.76,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-9,14.55,15.0,CL,38.0,41,18,2.72,0,1,61,38,,0.99,,,,1.88,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-10,16.05,16.5,CL,36.0,37,16,2.71,0,1,64,35,,1.03,,,,1.82,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-11,17.55,18.0,CL,40.0,43,22,2.7,0,1,61,38,,1.11,,,,1.79,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-12,19.05,19.5,CL,41.0,39,19,2.69,0,0,58,42,,1.13,,,,1.78,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-13,20.55,21.0,CL,36.0,33,12,2.74,0,3,65,32,,0.98,,,,1.88,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-14,22.05,22.5,CL,35.0,31,11,2.69,0,1,63,36,,0.9,,,,1.91,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-15,23.55,24.0,CL,38.0,36,16,2.71,0,2,56,42,,1.08,,,,1.79,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-16,25.05,25.5,CL,35.0,35,14,2.7,0,2,63,35,,0.9,,,,1.91,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-17,26.55,27.0,CL,34.0,34,13,2.68,0,2,65,33,,0.92,,,,1.87,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-18,28.05,28.5,CL,32.0,33,13,2.67,0,2,72,26,,0.94,,,,1.82,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-19,29.55,30.0,CL,31.0,30,10,2.7,0,1,58,41,,0.89,,,,1.88,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-20,31.05,31.5,CL,30.0,30,10,2.71,0,1,70,29,,0.81,,,,1.94,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-21,32.55,33.0,SM,22.0,-,NP,2.7,0,58,33,9,,0.61,,,,2.03,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-22,34.05,34.5,CL-ML,26.0,25,7,2.7,0,13,73,14,,0.91,,,,1.79,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-23,35.55,36.0,CL,30.0,33,14,2.67,0,5,75,20,,0.77,,,,1.97,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-24,37.05,37.5,CL,34.0,38,17,2.64,0,5,78,17,,0.83,,,,1.94,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-25,38.55,39.0,SM,23.0,-,NP,2.64,0,61,33,6,,0.69,,,,1.92,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-26,40.05,40.5,SM,25.0,-,NP,2.64,0,56,36,8,,0.75,,,,1.89,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,31,,,,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,41.15,41.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,21+26+2,75.7,False,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-27,43.05,43.5,ML,25.0,-,NP,2.64,0,42,46,12,,0.72,,,,1.92,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-28,44.55,45.0,SM,24.0,-,NP,2.63,0,61,31,8,,0.8,,,,1.81,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,45.97,46.58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,7+10+11,73.29,False,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-29,47.55,48.0,CL,29.0,32,13,2.6,0,25,66,9,,0.65,,,,2.04,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-30,49.05,49.5,CL,37.0,39,16,2.6,0,20,64,16,,0.94,,,,1.84,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,,,,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,50.51,51.08,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,1950-09-01 00:00:00,55.15,False,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,51.86,52.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,50/14,48.49,False,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,53.33,53.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,50/11,88.99,False,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,54.89,55.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,>50,28+50/10,98.22,False,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-3,,,,,56.4,56.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,50,99.91,False,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-31,58.05,58.5,CL,39.0,37,16,2.68,0,4,38,58,,1.09,,,,1.79,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,306774.39,2771274.49,4.47,5.44
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-3,,,,S-32,60.0,60.45,CL,34.0,32,9,2.67,0,1,33,66,,0.94,,,,1.85,,,,,,,,,,,,,,,,,,,TW97,306774.39,2771274.49,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,306774.39,2771274.49,4.47,5.44
,89614591-J191203_BH-4,,,,,2.49,3.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,2+2+2,99.96,False,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-1,4.05,4.5,CL,40.0,39,15,2.64,0,11,73,16,,1.22,,,,1.66,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,T-1,4.8,5.55,CL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,0.27,0.0,,,33.0,,1.9,,,,,,,,1.9,,,,,,2771116.04,,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,T-1,4.8,5.55,CL,33.0,35,12,2.71,0,2,79,19,,0.9,,,,1.9,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-2,5.55,6.0,CL,32.0,38,17,2.71,0,2,65,33,,0.81,,,,1.98,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-3,7.05,7.5,CL,30.0,30,11,2.7,0,9,64,27,,0.85,,,,1.9,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,T-2,7.8,8.55,CL,,30,11,,,,,,,,,,,,,,,,,,,,,0.23,,1.2,31.0,26.0,0.854,0.658,98.0,100.0,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,T-2,7.8,8.55,CL,31.0,30,11,2.7,0,22,65,13,,0.85,,,,1.91,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-4,8.55,9.0,CL,30.0,29,11,2.69,0,16,65,19,,0.8,,,,1.94,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-5,10.05,10.5,CL,34.0,34,15,2.71,0,9,55,36,,1.04,,,,1.79,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,VST-5,10.8,11.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,0.297,0.037,,,,,,,,,306702.0,2771116.04,2.23,6.23
,89614591-J191203_BH-4,,,,,11.49,12.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1+1+1,90.38,False,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-6,13.05,13.5,CL,34.0,33,14,2.74,0,1,59,40,,0.9,,,,1.93,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-7,14.55,15.0,CL,36.0,31,11,2.73,0,6,67,27,,1.04,,,,1.83,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-8,16.05,16.5,CL,42.0,41,20,2.75,0,0,45,55,,1.08,,,,1.87,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-9,17.55,18.0,CL,40.0,43,22,2.71,0,0,54,46,,1.08,,,,1.82,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,S-10,19.05,19.5,CL,39.0,42,21,2.71,0,0,54,46,,1.06,,,,1.83,,,,,,,,,,,,,,,,,,,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,306702.0,2771116.04,2.23,6.23
臺北市松山區西松段三小段156地號基地補充土壤地質調查及大地工程分析,89614591-J191203_BH-4,,,,T-3,19.8,20.55,CL,,39,18,,,,,,,,,,,,,,,,,,,,,0.39,,1.8,39.0,28.0,1.091,0.716,98.0,100.0,TW97,306702,2771116.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306702.0,2771116.04,2.23,6.23
