計畫名稱,鑽孔編號,試驗編號,試驗中文名稱,試驗英文名稱,取樣編號,上限深度(公尺),下限深度(公尺),統一土壤分類,含水量(%),液性限度(%),塑性指數(%),比重,礫石(%),砂(%),粉土(%),黏土(%),統體密度(t/m3),空隙比,D10(mm),D30(mm),D60(mm),統體單位重(t/m3),不擾動試體無圍壓縮強度(kg/cm2),不擾動試體破壞應變(%),不擾動試體初始含水量(%),不擾動試體最終含水量(%),重模試體無圍壓縮強度(kg/cm2),重模試體破壞應變(%),重模試體初始含水量(%),重模試體最終含水量(%),靈敏度,壓縮指數(Cc),再壓指數(Cr),預壓密壓力(kg/cm2),試體初始含水量(%),試體最終含水量(%),試體初始空隙比,試體最終空隙比,試體初始飽和度(%),試體最終飽和度(%),座標系統,孔口X座標,孔口Y座標,尖峰凝聚力(kg/cm2),尖峰內摩擦角(度),試體最終單位重(t/m3),細料(%),乾密度(t/m3),凝聚力(kg/cm2),內摩擦角(度),有效凝聚力(kg/cm2),有效內摩擦角(度),初始含水量(%),最終含水量(%),初始單位重(t/m3),初始飽和度(%),破壞時孔隙水壓參數A,壓密係數(10^-3cm2/s),不擾動試體初始單位重(t/m3),殘餘凝聚力(kg/cm2),殘餘內摩擦角(度),試體初始單位重(t/m3),最終單位重(t/m3),不擾動剪力強度(kg/cm2),重模剪力強度(kg/cm2),十字片直徑(mm),十字片長度(mm),乾單位重(t/m3),孔口Y座標.1,N_value,SPTN_ori,Confidence(%),_matched,TWD97_X,TWD97_Y,water_depth(m),鑽孔地表高程
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-2,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,CL,28.5,36.4,12.7,2.71,0,6,59,35,,0.84,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306582.7135,2771552.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,28.6,34.5,12.7,2.71,0,7,60,33,,0.84,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,30.8,32.6,11.7,2.7,0,5,65,30,,0.89,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-3-1,土壤物理性質試驗,,S-3,4.25,4.7,CL,29.7,31.9,10.5,2.7,0,18,55,27,,0.86,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-4-1,土壤物理性質試驗,,S-4,5.95,6.4,CL,26.4,32.8,11.5,2.72,0,12,63,25,,0.87,,,,1.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-5-1,土壤物理性質試驗,,S-5,7.65,8.1,ML,31.2,,,2.69,0,20,63,17,,0.86,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-6-1,土壤物理性質試驗,,S-6,8.55,9.0,ML,30.4,,,2.69,0,25,59,16,,0.83,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-3,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,CL,28.2,33.2,9.8,2.7,0,10,69,21,,0.86,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306759.713,2771553.755,1.6,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,25.6,32.6,10.4,2.71,0,8,65,27,,0.72,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,ML,29.4,,,2.7,0,23,59,18,,0.84,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,ML,27.4,,,2.69,0,28,59,13,,0.83,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-4-1,土壤物理性質試驗,,S-4,5.75,6.2,ML,30.1,,,2.7,0,18,69,13,,0.9,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-5-1,土壤物理性質試驗,,S-5,7.05,7.5,ML,26.4,,,2.71,0,34,52,14,,0.77,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-6-1,土壤物理性質試驗,,S-6,8.55,9.0,ML,33.8,,,2.68,0,30,61,9,,0.92,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-4,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,29.2,,,2.68,0,21,72,7,,0.83,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306912.7125,2771550.755,2.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,SM,23.8,,,2.68,1,56,35,8,,0.75,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,32.6,37.4,15.6,2.71,0,5,52,43,,0.92,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,CL,29.4,34.3,13.4,2.7,0,9,51,40,,0.83,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-4-1,土壤物理性質試驗,,S-4,5.55,6.0,CL,27.3,34.7,11.9,2.7,0,8,60,32,,0.78,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-5-1,土壤物理性質試驗,,S-5,7.05,7.5,CL,25.8,31.6,10.2,2.69,2,7,62,29,,0.73,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-6-1,土壤物理性質試驗,,S-6,8.75,9.2,ML,26.9,,,2.68,3,12,65,20,,0.79,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-10,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,28.4,,,2.69,1,12,67,20,,0.8,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306582.7135,2771528.755,2.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,29.3,32.7,11.3,2.7,0,9,62,29,,0.87,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,25.4,31.6,10.8,2.7,0,7,66,27,,0.76,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,CL,27.6,32.6,10.3,2.71,0,18,58,24,,0.82,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-4-1,土壤物理性質試驗,,S-4,5.55,6.0,ML,28.7,,,2.69,0,22,62,16,,0.83,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-5-1,土壤物理性質試驗,,S-5,7.05,7.5,CL,30.1,33.8,12.1,2.72,0,17,56,27,,0.91,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-6-1,土壤物理性質試驗,,S-6,8.75,9.2,ML,32.2,,,2.69,0,25,62,13,,0.91,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-12,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,CL,30.4,33.9,11.2,2.7,0,10,64,26,,0.87,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306695.7132,2771523.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,26.4,31.7,10.8,2.71,0,7,66,27,,0.79,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,29.3,34.5,13.1,2.72,0,4,65,31,,0.88,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,CL,30.2,34.2,11.6,2.71,0,12,63,25,,0.9,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-4-1,土壤物理性質試驗,,S-4,5.75,6.2,CL,29.8,33.1,12.7,2.7,0,15,56,29,,0.85,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-5-1,土壤物理性質試驗,,S-5,7.45,7.9,ML,31.4,,,2.69,0,20,69,11,,0.91,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-6-1,土壤物理性質試驗,,S-6,9.15,9.6,ML,26.5,,,2.69,0,17,73,10,,0.77,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-13,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,CL,27.6,31.4,10.2,2.69,0,13,66,21,,0.81,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306759.713,2771520.755,1.52,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,28.4,33.5,11.2,2.72,0,2,56,42,,0.85,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,26.5,32,10.4,2.7,0,9,57,34,,0.8,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,ML,28.7,,,2.69,0,28,60,12,,0.84,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-4-1,土壤物理性質試驗,,S-4,5.55,6.0,ML,23.6,,,2.69,0,19,60,21,,0.79,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-5-1,土壤物理性質試驗,,S-5,7.05,7.5,ML,27.9,,,2.7,0,22,63,15,,0.8,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-6-1,土壤物理性質試驗,,S-6,8.7,9.15,ML,30.7,,,2.68,0,23,67,10,,0.88,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-14,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,32.5,,,2.7,0,21,64,15,,0.9,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306802.7128,2771520.755,1.8,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,29.8,33.5,10.7,2.7,0,3,64,33,,0.84,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,CL,28.6,32.2,9.6,2.7,0,10,60,30,,0.81,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-3-1,土壤物理性質試驗,,S-3,4.25,4.7,ML,25.8,,,2.68,0,18,66,16,,0.73,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-4-1,土壤物理性質試驗,,S-4,5.95,6.4,ML,27.4,,,2.69,0,26,56,18,,0.82,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-5-1,土壤物理性質試驗,,S-5,7.65,8.1,ML,30.2,,,2.69,0,29,61,10,,0.87,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-6-1,土壤物理性質試驗,,S-6,8.55,9.0,ML,26.7,,,2.7,0,19,63,18,,0.76,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-15,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,25.6,,,2.68,0,30,60,10,,0.74,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306842.7127,2771518.755,145.0,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,ML,24.5,,,2.67,4,41,51,4,,0.68,,,,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,ML,29.3,,,2.68,0,26,63,11,,0.83,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,ML,28.6,,,2.7,0,30,55,15,,0.81,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-4-1,土壤物理性質試驗,,S-4,5.55,6.0,ML,25.4,,,2.69,0,19,69,12,,0.71,,,,1.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-5-1,土壤物理性質試驗,,S-5,7.05,7.5,ML,30.1,,,2.67,0,23,68,9,,0.86,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-6-1,土壤物理性質試驗,,S-6,8.75,9.2,ML,32.4,,,2.69,0,25,62,13,,0.89,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-16,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,26.7,,,2.68,0,22,69,9,,0.73,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306885.7126,2771517.755,1.5,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,SM,26.8,,,2.68,8,44,43,5,,0.73,,,,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,ML,29.6,,,2.69,0,18,66,16,,0.83,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-3-1,土壤物理性質試驗,,S-3,4.25,4.7,ML,30.8,,,2.67,0,32,62,6,,0.86,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-4-1,土壤物理性質試驗,,S-4,5.95,6.4,ML,28.2,,,2.68,0,25,65,10,,0.78,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-5-1,土壤物理性質試驗,,S-5,7.65,8.1,ML,27.6,,,2.68,0,20,73,7,,0.75,,,,1.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-6-1,土壤物理性質試驗,,S-6,8.55,9.0,ML,33.4,,,2.69,0,28,60,12,,0.93,,,,1.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-17,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,30.7,,,2.69,0,31,53,16,,0.9,,,,1.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306923.7124,2771517.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,ML,28.2,,,2.69,4,41,49,6,,0.79,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,ML,29.7,,,2.68,0,39,52,9,,0.84,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,ML,30.6,,,2.67,0,27,60,13,,0.82,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-4-1,土壤物理性質試驗,,S-4,5.55,6.0,ML,32.4,,,2.7,0,29,57,14,,0.88,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-5-1,土壤物理性質試驗,,S-5,7.25,7.7,ML,33.5,,,2.67,0,30,62,8,,0.91,,,,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-6-1,土壤物理性質試驗,,S-6,8.55,9.0,ML,28.4,,,2.68,0,32,56,13,,0.8,,,,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-18,S-7-1,土壤物理性質試驗,,S-7,10.05,10.5,ML,29.6,,,2.68,0,24,61,15,,0.85,,,,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306942.7124,2771473.755,2.35,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-19,S-1-1,土壤物理性質試驗,,S-1,1.55,2.0,CL,27.9,35.2,11.7,2.69,0,5,55,40,,0.78,,,,1.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306885.7126,2771491.755,2.1,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-19,S-2-1,土壤物理性質試驗,,S-2,2.55,3.0,ML,28.4,,,2.69,0,18,67,15,,0.82,,,,1.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,306885.7126,2771491.755,2.1,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-19,S-3-1,土壤物理性質試驗,,S-3,4.05,4.5,ML,30.6,,,2.7,0,22,60,18,,0.87,,,,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306885.7126,2771491.755,2.1,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-19,S-4-1,土壤物理性質試驗,,S-4,5.75,6.2,ML,27.3,,,2.7,0,15,64,21,,0.77,,,,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306885.7126,2771491.755,2.1,0.0
84年度次幹管及分支管地質鑽探工程第一標,03720051-841(137)_CH-19,S-5-1,土壤物理性質試驗,,S-5,7.45,7.9,ML,29.2,,,2.7,0,29,63,8,,0.82,,,,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,306885.7126,2771491.755,2.1,0.0
