Hole_ID,X,Y,Z,LPI_Design,LPI_MidEq,LPI_MaxEq
037790031060921_DA0002,303980.26,2770269.37,787.6,0.0,0.0,27.788
037790031060921_DA0003,304683.36,2769864.25,787.6,0.0,0.0,15.107
037790031060921_DA0011,305005.66,2767671.46,787.6,0.0,0.0,7.031
